Species num,species,treatment,trial,primary,pennulae,barbs frayed,bg noise (dB),bg noise (Pa),avg power (Pa),average power (dB),diff sum of squares (Pa),dB corrected (dB),SPL partial (dB),,,How each column is calculated:,,notes
3,BDOW,1,2,1,2,0,60.6,0.021430386,0.084339301,72.5,0.081571173,72.21013423,31.21013423,,,,,
3,BDOW,3,2,0,2,0,59.2,0.018240217,0.081476056,72.2,0.079408074,71.97669332,30.97669332,,,,,
3,BDOW,1,3,1,2,0,60,0.02,0.084339301,72.5,0.081933618,72.2486427,31.2486427,,,,,
3,BDOW,3,2,0,2,0,59.4,0.018665086,0.083373877,72.4,0.081257725,72.17669331,31.17669331,,,,,
3,BDOW,3,2,1,2,0,59.8,0.019544744,0.084339301,72.5,0.082043407,72.26027385,31.26027385,,,,,
3,BDOW,3,3,1,2,0,59.3,0.018451429,0.083373877,72.4,0.081306507,72.1819062,31.1819062,,,,,
3,BDOW,3,3,0,2,0,60.6,0.021430386,0.087303166,72.8,0.084632035,72.53009576,31.53009576,,,,,
3,BDOW,3,1,0,2,0,59.4,0.018665086,0.089336718,73,0.087365117,72.80616139,31.80616139,,,,,
3,BDOW,3,2,0,2,0,59.5,0.018881218,0.091417638,73.2,0.089446544,73.01067134,32.01067134,,,,,
3,BDOW,3,1,1,2,0,59.4,0.018665086,0.091417638,73.2,0.089491894,73.01507408,32.01507408,,,,,
3,BDOW,3,2,1,2,0,59.6,0.019099852,0.092476204,73.3,0.090482285,73.11067131,32.11067131,,,,,
3,BDOW,3,1,0,2,0,59.5,0.018881218,0.092476204,73.3,0.090528161,73.11507404,32.11507404,,,,,
3,BDOW,3,2,0,2,0,59.8,0.019544744,0.095726018,73.6,0.093709517,73.41507404,32.41507404,,,,,
3,BDOW,3,3,1,2,0,59.8,0.019544744,0.097955764,73.8,0.095986117,73.62356856,32.62356856,,,,,
3,BDOW,3,1,0,2,0,59.8,0.019544744,0.099090038,73.9,0.097143392,73.72766537,32.72766537,,,,,
3,BDOW,3,2,0,2,0,59.3,0.018451429,0.100237447,74,0.098524568,73.85029089,32.85029089,,,,,
3,BDOW,3,2,1,2,0,59.8,0.019544744,0.101398142,74.1,0.099496664,73.9355705,32.9355705,,,,,
3,BDOW,3,3,1,2,0,59.8,0.019544744,0.103760008,74.3,0.101902612,74.14310637,33.14310637,,,,,
3,BDOW,1,3,1,2,0,60.8,0.021929564,0.106176889,74.5,0.103887564,74.31067135,33.31067135,,,,,
3,BDOW,3,1,1,2,0,59.6,0.019099852,0.103760008,74.3,0.101986935,74.15029089,33.15029089,,,,,
3,BDOW,3,1,1,2,0,59.3,0.018451429,0.106176889,74.5,0.104561353,74.36682397,33.36682397,,,,,
3,BDOW,1,2,1,2,0,60.8,0.021929564,0.112468265,75,0.110309586,74.83166521,33.83166521,,,,,
3,BDOW,3,1,1,2,0,59.8,0.019544744,0.111180851,74.9,0.109449461,74.76367267,33.76367267,,,,,
3,BDOW,3,1,1,2,0,59.6,0.019099852,0.111180851,74.9,0.109527975,74.76990124,33.76990124,,,,,
3,BDOW,3,1,1,2,0,59.6,0.019099852,0.111180851,74.9,0.109527975,74.76990124,33.76990124,,,,,
3,BDOW,1,2,1,2,0,60.8,0.021929564,0.119132429,75.5,0.117096669,75.3502909,34.3502909,,,,,
3,BDOW,3,2,1,2,0,59.4,0.018665086,0.117768731,75.4,0.116280216,75.28951666,34.28951666,,,,,
3,BDOW,3,2,0,2,0,60.6,0.021430386,0.121907379,75.7,0.120008948,75.56367266,34.56367266,,,,,
3,BDOW,3,2,0,2,0,59.9,0.019771062,0.120511917,75.6,0.118879045,75.48150621,34.48150621,,,,,
3,BDOW,3,1,0,2,0,60.6,0.021430386,0.124746967,75.9,0.12289241,75.76990128,34.76990128,,,,,
3,BDOW,3,3,1,2,0,59.6,0.019099852,0.124746967,75.9,0.123276119,75.79697913,34.79697913,,,,,
3,BDOW,3,1,0,2,0,59.3,0.018451429,0.124746967,75.9,0.123374838,75.80393196,34.80393196,,,,,
3,BDOW,3,3,0,2,0,59.3,0.018451429,0.126191469,76,0.124835218,75.90614256,34.90614256,,,,,
3,BDOW,2,2,1,2,0,60.1,0.020231589,0.13213869,76.4,0.130580688,76.29697917,35.29697917,,,,,
3,BDOW,3,2,1,2,0,59.6,0.019099852,0.13213869,76.4,0.130751019,76.30830175,35.30830175,,,,,
3,BDOW,3,2,1,2,0,59.6,0.019099852,0.133668784,76.5,0.132297163,76.41041074,35.41041074,,,,,
3,BDOW,3,2,1,2,0,60,0.02,0.135216595,76.6,0.133729307,76.50393197,35.50393197,,,,,
3,BDOW,3,3,0,2,0,59.5,0.018881218,0.136782329,76.7,0.135472894,76.61644828,35.61644828,,,,,
3,BDOW,3,2,1,2,0,59.3,0.018451429,0.136782329,76.7,0.135532101,76.62024348,35.62024348,,,,,
3,BDOW,3,3,1,2,0,59.6,0.019099852,0.141589157,77,0.140294993,76.92024352,35.92024352,,,,,
3,BDOW,3,3,0,2,0,59.9,0.019771062,0.143228682,77.1,0.141857536,77.01644831,36.01644831,,,,,
3,BDOW,3,1,1,2,0,59.4,0.018665086,0.143228682,77.1,0.142007288,77.02561277,36.02561277,,,,,
3,BDOW,3,2,0,2,0,59.3,0.018451429,0.143228682,77.1,0.142035207,77.02732028,36.02732028,,,,,
3,BDOW,3,1,1,2,0,60,0.02,0.144887192,77.2,0.143500169,77.11644832,36.11644832,,,,,
3,BDOW,3,3,1,2,0,60,0.02,0.146564907,77.3,0.145193912,77.2183682,36.2183682,,,,,
3,BDOW,3,3,1,2,0,59.6,0.019099852,0.148262048,77.4,0.147026632,77.32732027,36.32732027,,,,,
3,BDOW,3,3,1,2,0,59.3,0.018451429,0.148262048,77.4,0.147109414,77.33220939,36.33220939,,,,,
3,BDOW,1,3,1,2,0,60.8,0.021929564,0.157047127,77.9,0.155508502,77.81448287,36.81448287,,,,,
3,BDOW,3,1,0,2,0,59.9,0.019771062,0.160705224,78.1,0.159484401,78.03376431,37.03376431,,,,,
3,BDOW,3,1,1,2,0,59.3,0.018451429,0.162566103,78.2,0.16151558,78.14368852,37.14368852,,,,,
3,BDOW,1,3,1,2,0,61,0.022440369,0.168279028,78.5,0.166776081,78.42207536,37.42207536,,,,,
3,BDOW,3,2,1,2,0,59.4,0.018665086,0.168279028,78.5,0.167240682,78.4462387,37.4462387,,,,,
3,BDOW,1,1,1,2,0,60.8,0.021929564,0.17219875,78.7,0.170796674,78.62898825,37.62898825,,,,,
3,BDOW,2,3,1,2,0,59.6,0.019099852,0.170227608,78.6,0.169152695,78.54497851,37.54497851,,,,,
3,BDOW,3,3,1,2,0,59.5,0.018881218,0.17219875,78.7,0.171160478,78.64746988,37.64746988,,,,,
3,BDOW,3,1,1,2,0,59.5,0.018881218,0.174192718,78.8,0.173166402,78.74867273,37.74867273,,,,,
3,BDOW,3,3,1,2,0,59.4,0.018665086,0.176209775,78.9,0.175218433,78.85099594,37.85099594,,,,,
3,BDOW,2,2,1,2,0,59.5,0.018881218,0.178250188,79,0.177247367,78.95099594,37.95099594,,,,,
3,BDOW,2,2,1,2,0,59.6,0.019099852,0.180314228,79.1,0.179299795,79.05099595,38.05099595,,,,,
3,BDOW,2,3,1,2,0,59.5,0.018881218,0.180314228,79.1,0.17932295,79.05211759,38.05211759,,,,,
3,BDOW,1,1,1,2,0,61,0.022440369,0.184514285,79.3,0.183144618,79.23528332,38.23528332,,,,,
3,BDOW,3,1,1,2,0,59.4,0.018665086,0.182402168,79.2,0.181444662,79.15428402,38.15428402,,,,,
3,BDOW,1,2,1,2,0,61,0.022440369,0.18665086,79.4,0.185296987,79.33676724,38.33676724,,,,,
3,BDOW,3,2,1,2,0,59.5,0.018881218,0.188812175,79.5,0.187865742,79.45635193,38.45635193,,,,,
3,BDOW,3,3,1,2,0,59.4,0.018665086,0.2,80,0.199127132,79.96200885,38.96200885,,,,,
3,BDOW,2,1,1,2,0,59.6,0.019099852,0.204658598,80.2,0.203765398,80.16200883,39.16200883,,,,,
3,BDOW,2,2,1,2,0,59.7,0.019321018,0.207028433,80.3,0.20612489,80.26200883,39.26200883,,,,,
3,BDOW,3,1,0,2,0,59.3,0.018451429,0.214303861,80.6,0.213508055,80.56768538,39.56768538,,,,,
3,BDOW,2,1,1,2,0,60.1,0.020231589,0.229630724,81.2,0.228737737,81.16615648,40.16615648,,,,,
3,BDOW,2,3,1,2,0,60.1,0.020231589,0.229630724,81.2,0.228737737,81.16615648,40.16615648,,,,,
3,BDOW,2,2,1,2,0,59.6,0.019099852,0.229630724,81.2,0.228835017,81.16984974,40.16984974,,,,,
3,BDOW,2,2,0,2,0,59.5,0.018881218,0.234979511,81.4,0.234219705,81.37186868,40.37186868,,,,,
3,BDOW,2,1,1,2,0,59.5,0.018881218,0.2432372,81.7,0.242503268,81.673752,40.673752,,,,,
3,BDOW,2,3,1,2,0,59.6,0.019099852,0.248902922,81.9,0.248169015,81.87435124,40.87435124,,,,,
3,BDOW,2,1,0,2,0,59.5,0.018881218,0.251785082,82,0.251076138,81.97550889,40.97550889,,,,,
3,BDOW,2,3,0,2,0,59.5,0.018881218,0.269792577,82.6,0.269131073,82.57867693,41.57867693,,,,,
3,BDOW,2,3,1,2,0,59.8,0.019544744,0.272916627,82.7,0.272215885,82.67766939,41.67766939,,,,,
3,BDOW,3,3,1,2,0,59.4,0.018665086,0.279273672,82.9,0.278649239,82.88055732,41.88055732,,,,,
3,BDOW,2,1,0,2,0,59.6,0.019099852,0.292435435,83.3,0.291811034,83.28143426,42.28143426,,,,,
3,BDOW,2,3,0,2,0,59.9,0.019771062,0.30271225,83.6,0.302065906,83.58143427,42.58143427,,,,,
3,BDOW,2,2,0,2,0,59.9,0.019771062,0.306217492,83.7,0.305578562,83.68185774,42.68185774,,,,,
3,BDOW,2,1,1,2,0,59.8,0.019544744,0.316978638,84,0.316375505,83.9834571,42.9834571,,,,,
3,BDOW,2,2,1,2,0,59.6,0.019099852,0.324362019,84.2,0.323799189,84.18491523,43.18491523,,,,,
3,BDOW,2,1,1,2,0,59.7,0.019321018,0.335760804,84.5,0.335204439,84.4855953,43.4855953,,,,,
3,BDOW,2,2,0,2,0,59.5,0.018881218,0.335760804,84.5,0.335229499,84.48624465,43.48624465,,,,,
3,BDOW,2,2,1,2,0,59.7,0.019321018,0.343581677,84.7,0.343037996,84.68624463,43.68624463,,,,,
3,BDOW,2,3,1,2,0,59.6,0.019099852,0.343581677,84.7,0.343050382,84.68655823,43.68655823,,,,,
3,BDOW,2,3,1,2,0,59.7,0.019321018,0.347560166,84.8,0.347022719,84.78655824,43.78655824,,,,,
3,BDOW,2,3,0,2,0,59.6,0.019099852,0.363940172,85.2,0.363438639,85.18802204,44.18802204,,,,,
3,BDOW,2,1,0,2,0,59.5,0.018881218,0.363940172,85.2,0.363450063,85.18829506,44.18829506,,,,,
3,BDOW,2,3,1,2,0,59.7,0.019321018,0.376729818,85.5,0.376234042,85.48856184,44.48856184,,,,,
3,BDOW,2,1,1,2,0,59.6,0.019099852,0.376729818,85.5,0.376245334,85.48882254,44.48882254,,,,,
3,BDOW,2,1,1,2,0,59.7,0.019321018,0.381092144,85.6,0.38060205,85.58882255,44.58882255,,,,,
3,BDOW,2,1,1,2,0,60,0.02,0.385504983,85.7,0.384985833,85.68829506,44.68829506,,,,,
3,BDOW,2,1,1,2,0,59.7,0.019321018,0.385504983,85.7,0.385020506,85.6890773,44.6890773,,,,,
3,BDOW,2,1,1,2,0,59.6,0.019099852,0.38996892,85.8,0.389500904,85.78956949,44.78956949,,,,,
3,BDOW,2,2,1,2,0,60,0.02,0.394484547,85.9,0.39397723,85.88882254,44.88882254,,,,,
3,BDOW,2,1,1,2,0,59.8,0.019544744,0.394484547,85.9,0.394000077,85.88932622,44.88932622,,,,,
3,BDOW,2,3,1,2,0,60,0.02,0.399052463,86,0.398550961,85.98907729,44.98907729,,,,,
3,BDOW,2,2,0,2,0,59.6,0.019099852,0.403673273,86.1,0.403221164,86.09026646,45.09026646,,,,,
3,BDOW,2,1,1,2,0,60,0.02,0.417859226,86.4,0.417380321,86.39003947,45.39003947,,,,,
3,BDOW,2,2,1,2,0,59.7,0.019321018,0.422697808,86.5,0.422256007,86.49091681,45.49091681,,,,,
3,BDOW,2,2,1,2,0,59.8,0.019544744,0.427592418,86.6,0.427145501,86.59091681,45.59091681,,,,,
3,BDOW,2,2,1,2,0,59.8,0.019544744,0.427592418,86.6,0.427145501,86.59091681,45.59091681,,,,,
3,BDOW,2,1,1,2,0,59.6,0.019099852,0.427592418,86.6,0.427165625,86.59132603,45.59132603,,,,,
3,BDOW,2,2,0,2,0,59.7,0.019321018,0.437552325,86.8,0.437125537,86.79152367,45.79152367,,,,,
3,BDOW,2,1,0,2,0,59.6,0.019099852,0.452928862,87.1,0.452525966,87.09227016,46.09227016,,,,,
3,BDOW,2,2,1,2,0,59.6,0.019099852,0.452928862,87.1,0.452525966,87.09227016,46.09227016,,,,,
3,BDOW,2,3,1,2,0,59.6,0.019099852,0.458173531,87.2,0.457775251,87.19244627,46.19244627,,,,,
3,BDOW,2,2,1,2,0,60,0.02,0.46347893,87.3,0.46304721,87.29190552,46.29190552,,,,,
3,BDOW,2,3,1,2,0,59.7,0.019321018,0.46347893,87.3,0.463076038,87.29244626,46.29244626,,,,,
3,BDOW,2,3,0,2,0,59.7,0.019321018,0.479766584,87.6,0.479377381,87.59295085,46.59295085,,,,,
3,BDOW,2,2,0,2,0,59.5,0.018881218,0.479766584,87.6,0.479394905,87.59326836,46.59326836,,,,,
3,BDOW,2,3,0,2,0,59.6,0.019099852,0.502377286,88,0.502014077,87.99371799,46.99371799,,,,,
3,BDOW,2,1,0,2,0,59.9,0.019771062,0.508194541,88.1,0.507809804,88.09342171,47.09342171,,,,,
3,BDOW,2,2,0,2,0,59.6,0.019099852,0.508194541,88.1,0.507835492,88.09386109,47.09386109,,,,,
3,BDOW,2,1,0,2,0,59.7,0.019321018,0.514079157,88.2,0.513715951,88.1938611,47.1938611,,,,,
3,BDOW,2,3,0,2,0,59.5,0.018881218,0.526053598,88.4,0.525714645,88.39440159,47.39440159,,,,,
3,BDOW,2,3,1,2,0,59.6,0.019099852,0.532145012,88.5,0.531802134,88.4944016,47.4944016,,,,,
3,BDOW,2,3,1,2,0,59.8,0.019544744,0.557224234,88.9,0.556881361,88.89465373,47.89465373,,,,,
3,BDOW,2,3,0,2,0,59.5,0.018881218,0.590241845,89.4,0.589939773,89.39555361,48.39555361,,,,,
3,BDOW,2,1,1,2,0,59.6,0.019099852,0.603990344,89.6,0.603688273,89.59565488,48.59565488,,,,,
3,BDOW,2,1,0,2,0,59.5,0.018881218,0.625215873,89.9,0.624930706,89.89603737,48.89603737,,,,,
3,BDOW,2,2,1,2,0,59.6,0.019099852,0.65468139,90.3,0.654402719,90.29630198,49.29630198,,,,,
3,BDOW,2,3,1,2,0,60,0.02,0.662262243,90.4,0.661960179,90.39603738,49.39603738,,,,,
3,BDOW,2,2,1,2,0,60,0.02,0.701503748,90.9,0.701218588,90.89646849,49.89646849,,,,,
3,BDOW,2,1,0,2,0,60.3,0.020702843,0.734564601,91.3,0.7342728,91.29654891,50.29654891,,,,,
3,BDOW,2,2,0,2,0,60.3,0.020702843,0.751674809,91.5,0.751389653,91.49670429,50.49670429,,,,,
3,BDOW,2,1,1,2,0,60,0.02,0.805434069,92.1,0.805185717,92.09732134,51.09732134,,,,,
3,BDOW,2,1,0,2,0,60,0.02,0.873031664,92.8,0.872802547,92.79772019,51.79772019,,,,,
3,BDOW,2,3,1,2,0,60,0.02,1.025722768,94.2,1.025527765,94.19834854,53.19834854,,,,,
3,BDOW,2,2,0,2,0,60,0.02,1.111808515,94.9,1.111628613,94.89859443,53.89859443,,,,,
3,BDOW,2,3,0,2,0,60.3,0.020702843,1.12468265,95,1.124492088,94.99852817,53.99852817,,,,,
3,BDOW,2,3,0,2,0,60,0.02,1.191324287,95.5,1.191156395,95.49877582,54.49877582,,,,,
2,BNOW,1,1,1,2,0,60.6,0.021430386,0.034756017,64.8,0.027362735,62.72259022,21.72259022,,,,,
2,BNOW,1,1,1,2,0,60.5,0.021185075,0.035977418,65.1,0.029078638,63.25088138,22.25088138,,,,,
2,BNOW,1,3,1,2,0,60.6,0.021430386,0.038109214,65.6,0.031512708,63.94911451,22.94911451,,,,,
2,BNOW,1,2,0,2,0,60.4,0.020942571,0.040834759,66.2,0.035055474,64.87451698,23.87451698,,,,,
2,BNOW,1,3,0,2,0,60.4,0.020942571,0.040834759,66.2,0.035055474,64.87451698,23.87451698,,,,,
2,BNOW,1,3,0,2,0,60.7,0.021678538,0.041785923,66.4,0.035722603,65.03826198,24.03826198,,,,,
2,BNOW,1,2,1,2,0,60.6,0.021430386,0.041785923,66.4,0.035872021,65.07451708,24.07451708,,,,,
2,BNOW,1,1,0,2,0,60.4,0.020942571,0.041307603,66.3,0.035605151,65.00965675,24.00965675,,,,,
2,BNOW,1,3,1,2,0,60.5,0.021185075,0.04325437,66.7,0.03771118,65.5088026,24.5088026,,,,,
2,BNOW,1,3,1,2,0,60.7,0.021678538,0.044774423,67,0.039176395,65.83988954,24.83988954,,,,,
2,BNOW,1,1,1,2,0,60.7,0.021678538,0.045817353,67.2,0.040364227,66.0993329,25.0993329,,,,,
2,BNOW,1,2,1,2,0,60.6,0.021430386,0.045817353,67.2,0.040496523,66.12775486,25.12775486,,,,,
2,BNOW,1,2,1,2,0,60.5,0.021185075,0.047976658,67.6,0.043045933,66.65804251,25.65804251,,,,,
2,BNOW,1,2,0,2,0,60.7,0.021678538,0.048532202,67.7,0.043421373,66.7334711,25.7334711,,,,,
2,BNOW,1,2,0,2,0,60.7,0.021678538,0.048532202,67.7,0.043421373,66.7334711,25.7334711,,,,,
2,BNOW,1,3,1,2,0,60.6,0.021430386,0.049094178,67.8,0.044169864,66.88192129,25.88192129,,,,,
2,BNOW,1,2,1,2,0,60.6,0.021430386,0.050819454,68.1,0.046079881,67.24962712,26.24962712,,,,,
2,BNOW,1,1,0,2,0,60.7,0.021678538,0.051407916,68.2,0.046613462,67.34962723,26.34962723,,,,,
2,BNOW,1,2,1,2,0,60.7,0.021678538,0.053214501,68.5,0.048598602,67.7118756,26.7118756,,,,,
2,BNOW,1,3,1,2,0,60.6,0.021430386,0.053830696,68.6,0.049380992,67.85059632,26.85059632,,,,,
2,BNOW,1,1,1,2,0,60.6,0.021430386,0.059024185,69.4,0.0549963,68.78606947,27.78606947,,,,,
2,BNOW,1,1,1,2,0,60.6,0.021430386,0.062521587,69.9,0.05873404,69.35719751,28.35719751,,,,,
2,BNOW,1,3,0,2,0,60.7,0.021678538,0.065468139,70.3,0.061774738,69.79561828,28.79561828,,,,,
2,BNOW,1,1,0,2,0,60.7,0.021678538,0.066226224,70.4,0.062577582,69.90777561,28.90777561,,,,,
2,BNOW,3,2,0,2,0,59.2,0.018240217,0.078710015,71.9,0.076567362,71.66027379,30.66027379,,,,,
2,BNOW,3,3,0,2,0,59.2,0.018240217,0.078710015,71.9,0.076567362,71.66027379,30.66027379,,,,,
2,BNOW,3,2,0,2,0,59.3,0.018451429,0.082419504,72.3,0.080327576,72.07669328,31.07669328,,,,,
2,BNOW,3,1,0,2,0,59.2,0.018240217,0.088314089,72.9,0.086409911,72.71067129,31.71067129,,,,,
2,BNOW,3,1,0,2,0,59.3,0.018451429,0.093547028,73.4,0.091709276,73.22766534,32.22766534,,,,,
2,BNOW,3,2,0,2,0,59.5,0.018881218,0.096834474,73.7,0.094975865,73.53166525,32.53166525,,,,,
2,BNOW,3,3,0,2,0,59.5,0.018881218,0.107406359,74.6,0.105733748,74.46367267,33.46367267,,,,,
2,BNOW,3,3,1,2,0,59.5,0.018881218,0.120511917,75.6,0.119023618,75.49206307,34.49206307,,,,,
2,BNOW,3,3,1,2,0,59.4,0.018665086,0.123319,75.8,0.121898279,75.69935154,34.69935154,,,,,
2,BNOW,3,1,1,2,0,59.3,0.018451429,0.123319,75.8,0.121930802,75.70166871,34.70166871,,,,,
2,BNOW,3,3,1,2,0,59.5,0.018881218,0.130626111,76.3,0.129254325,76.20830175,35.20830175,,,,,
2,BNOW,3,3,1,2,0,59.3,0.018451429,0.135216595,76.6,0.133951754,76.51836817,35.51836817,,,,,
2,BNOW,3,3,0,2,0,59.3,0.018451429,0.138366194,76.8,0.137130407,76.72207536,35.72207536,,,,,
2,BNOW,3,1,0,2,0,59.5,0.018881218,0.143228682,77.1,0.141978713,77.02386479,36.02386479,,,,,
2,BNOW,3,2,1,2,0,59.5,0.018881218,0.143228682,77.1,0.141978713,77.02386479,36.02386479,,,,,
2,BNOW,3,2,1,2,0,59.3,0.018451429,0.144887192,77.2,0.143707492,77.12898827,36.12898827,,,,,
2,BNOW,3,1,1,2,0,59.5,0.018881218,0.146564907,77.3,0.145343633,77.2273203,36.2273203,,,,,
2,BNOW,3,2,1,2,0,59.4,0.018665086,0.149978842,77.5,0.148812861,77.43220942,36.43220942,,,,,
2,BNOW,3,1,1,2,0,59.4,0.018665086,0.151715515,77.6,0.150562984,77.53376434,36.53376434,,,,,
2,BNOW,3,2,1,2,0,59.6,0.019099852,0.166352754,78.4,0.165252638,78.34236812,37.34236812,,,,,
2,BNOW,3,1,1,2,0,59.6,0.019099852,0.182402168,79.2,0.181399412,79.15211757,38.15211757,,,,,
2,BNOW,3,2,1,2,0,59.5,0.018881218,0.193210176,79.7,0.192285391,79.6583259,38.6583259,,,,,
2,BNOW,3,3,1,2,0,59.6,0.019099852,0.195447444,79.8,0.194511951,79.75832588,38.75832588,,,,,
2,BNOW,3,1,1,2,0,59.5,0.018881218,0.207028433,80.3,0.206165641,80.26372587,39.26372587,,,,,
2,BNOW,2,2,0,2,0,59.4,0.018665086,0.224403691,81,0.223626097,80.96984975,39.96984975,,,,,
2,BNOW,2,1,0,2,0,59.4,0.018665086,0.229630724,81.2,0.228870889,81.17121123,40.17121123,,,,,
2,BNOW,2,2,0,2,0,59.5,0.018881218,0.2432372,81.7,0.242503268,81.673752,40.673752,,,,,
2,BNOW,2,1,0,2,0,59.5,0.018881218,0.248902922,81.9,0.248185745,81.87493677,40.87493677,,,,,
2,BNOW,2,1,0,2,0,59.7,0.019321018,0.260633356,82.3,0.259916226,82.27606793,41.27606793,,,,,
2,BNOW,2,2,1,2,0,59.4,0.018665086,0.266704286,82.5,0.266050354,82.4786769,41.4786769,,,,,
2,BNOW,2,2,0,2,0,59.7,0.019321018,0.276076853,82.8,0.27539994,82.77867692,41.77867692,,,,,
2,BNOW,2,1,1,2,0,59.4,0.018665086,0.279273672,82.9,0.278649239,82.88055732,41.88055732,,,,,
2,BNOW,2,3,0,2,0,59.7,0.019321018,0.299247131,83.5,0.298622745,83.48185774,42.48185774,,,,,
2,BNOW,2,3,1,2,0,59.9,0.019771062,0.306217492,83.7,0.305578562,83.68185774,42.68185774,,,,,
2,BNOW,2,2,1,2,0,60.2,0.02046586,0.316978638,84,0.316317255,83.98185774,42.98185774,,,,,
2,BNOW,2,3,1,2,0,60.2,0.02046586,0.316978638,84,0.316317255,83.98185774,42.98185774,,,,,
2,BNOW,2,2,1,2,0,59.9,0.019771062,0.324362019,84.2,0.323758899,84.18383437,43.18383437,,,,,
2,BNOW,2,1,1,2,0,59.9,0.019771062,0.347560166,84.8,0.346997369,84.78592372,43.78592372,,,,,
2,BNOW,2,3,0,2,0,59.5,0.018881218,0.3681544,85.3,0.367669909,85.28856183,44.28856183,,,,,
2,BNOW,2,1,1,2,0,60.2,0.02046586,0.381092144,85.6,0.380542206,85.58745672,44.58745672,,,,,
2,BNOW,2,3,1,2,0,59.4,0.018665086,0.385504983,85.7,0.385052862,85.6898072,44.6898072,,,,,
2,BNOW,2,3,1,2,0,59.4,0.018665086,0.403673273,86.1,0.403241523,86.09070501,45.09070501,,,,,
2,BNOW,2,3,0,2,0,59.4,0.018665086,0.442618942,86.9,0.442225217,86.89227016,45.89227016,,,,,
2,BNOW,2,1,1,2,0,59.8,0.019544744,0.458173531,87.2,0.457756472,87.19208995,46.19208995,,,,,
2,BNOW,2,1,1,2,0,59.4,0.018665086,0.474274741,87.5,0.473907316,87.49326836,46.49326836,,,,,
2,BNOW,2,2,1,2,0,59.4,0.018665086,0.485322019,87.7,0.484962964,87.69357156,46.69357156,,,,,
2,BNOW,2,2,1,2,0,59.8,0.019544744,0.508194541,88.1,0.507818565,88.09357156,47.09357156,,,,,
2,BNOW,2,3,1,2,0,59.8,0.019544744,0.514079157,88.2,0.513707487,88.193718,47.193718,,,,,
7,C sp,1,2,0,1,0,61.5,0.023770045,2.377004455,101.5,2.376885602,101.4995657,60.49956568,,,,,
7,C sp,3,3,0,1,0,60.4,0.020942571,2.404528869,101.6,2.404437666,101.5996705,60.59967054,,,,,
7,C sp,1,2,1,1,0,60.8,0.021929564,2.432372001,101.7,2.432273144,101.699647,60.69964698,,,,,
7,C sp,3,1,0,1,0,60.4,0.020942571,2.606333557,102.3,2.606249416,102.2997196,61.29971959,,,,,
7,C sp,3,2,1,1,0,58.9,0.017620977,2.729166273,102.7,2.729109387,102.699819,61.69981895,,,,,
7,C sp,1,1,1,1,0,60.8,0.021929564,2.857787917,103.1,2.857703776,103.0997443,62.09974426,,,,,
7,C sp,3,1,1,1,0,58.9,0.017620977,3.357608036,104.5,3.357561798,104.4998804,63.49988038,,,,,
7,C sp,3,2,0,1,0,60.4,0.020942571,3.396487305,104.6,3.396422739,104.5998349,63.59983488,,,,,
7,C sp,3,3,1,1,0,58.9,0.017620977,3.396487305,104.6,3.396441596,104.5998831,63.59988311,,,,,
7,C sp,1,3,0,1,0,61.5,0.023770045,3.435816774,104.7,3.435734549,104.6997921,63.69979213,,,,,
7,C sp,2,3,0,1,0,59.8,0.019544744,3.515847228,104.9,3.515792903,104.8998658,63.89986579,,,,,
7,C sp,2,1,0,1,0,59.8,0.019544744,3.724174273,105.4,3.724122987,105.3998804,64.39988038,,,,,
7,C sp,2,2,0,1,0,59.8,0.019544744,3.8996892,105.8,3.899640222,105.7998909,64.79989091,,,,,
7,C sp,2,2,1,1,0,68.9,0.055722423,5.260535984,108.4,5.260240855,108.3995127,67.39951269,,,,,
7,C sp,1,1,0,1,0,61.5,0.023770045,5.260535984,108.4,5.260482281,108.3999113,67.39991133,,,,,
7,C sp,1,3,1,1,0,60.8,0.021929564,5.383069608,108.6,5.383024939,108.5999279,67.59992792,,,,,
7,C sp,2,3,1,1,0,68.9,0.055722423,6.397790219,110.1,6.397547553,110.0996705,69.09967054,,,,,
7,C sp,2,1,1,1,0,68.9,0.055722423,6.855355731,110.7,6.855129263,110.6997131,69.69971306,,,,,
4,CBG,1,2,1,0,0,90.6,0.677688312,1.164206436,95.3,0.946633603,93.50303842,52.50303842,,,,,
4,CBG,1,1,0,0,0,59.8,0.019544744,0.647187314,90.2,0.646892126,90.19603738,49.19603738,,,,,
4,CBG,1,2,0,0,0,59.8,0.019544744,0.751674809,91.5,0.751420669,91.49706282,50.49706282,,,,,
4,CBG,1,3,0,0,0,59.8,0.019544744,0.751674809,91.5,0.751420669,91.49706282,50.49706282,,,,,
4,CBG,3,2,1,0,0,59.8,0.019544744,0.805434069,92.1,0.805196897,92.09744194,51.09744194,,,,,
4,CBG,3,3,1,0,0,59.8,0.019544744,0.814760556,92.2,0.814526099,92.19750018,51.19750018,,,,,
4,CBG,2,1,0,0,0,60.2,0.02046586,0.863038154,92.7,0.862795459,92.6975571,51.6975571,,,,,
4,CBG,3,1,1,0,0,59.8,0.019544744,0.914176379,93.2,0.913967426,93.19801444,52.19801444,,,,,
4,CBG,3,1,1,0,0,59.7,0.019321018,0.946302518,93.5,0.946105255,93.49818918,52.49818918,,,,,
